x_1,t_eng_1,t_fil_1,x_2,t_eng_2,t_fil_2,label,bisim,editex,editex_separate_substitutions,editex_separate_insertions,editex_separate_deletions,lcsubstring,lcsuf,levenshtein,levenshtein_consonant,levenshtein_separate_substitutions,levenshtein_separate_insertions,levenshtein_separate_deletions,prefix,visual_weighted,visual_weighted_separate_substitutions,visual_weighted_separate_insertions,visual_weighted_separate_deletions,aline_eng_kondrak_eng,aline_eng_kondrak_fil,aline_ph_mc_eng,aline_ph_mc_fil,len_diff,common_prefix_len,common_suffix_len,consonant_count_diff,syllable_diff,syllable_count_diff,vowel_count_diff,fil_vowel_skeleton_match,fil_penult_vowel_match,fil_onset_match,fil_coda_match,fil_phonetic_equal,n_marked,english_prominence_match
neratinib,nɛɹɐtɪnɪb,neɾatinib,nilotinib,naɪlətɪnɪb,nilotinib,1,0.5555556,0.9166667,3,0,0,0.5555556,0.5555556,0.6666666,0.8,3,0,0,0.11111111,0.82857144,3,0,0,0.915,0.94,0.815,0.83454543,0,1,5,0,0,0,0,0,1,1,1,0,0,1
doxorubicin,dɑːksoːɹuːbɪsɪn,doksoɾubjsjn,doxorubicin liposomal,dɑːksoːɹuːbɪsɪn lɪpəsɑːməl,doksoɾubjsjnliposomal,1,0.52380955,0.70967746,0,9,0,0.52380955,0.0,0.52380955,0.5,0,10,0,0.52380955,0.72131145,0,9,0,0.5736434,0.5864662,0.5736434,0.5864662,10,11,0,5,4,4,4,0,0,1,0,0,0,1
quinine,kwɪnaɪn,kinine,quinalan,kwɪnɐlæn,kinalan,0,0.5,0.78571427,3,1,0,0.5,0.0,0.5,0.75,3,1,0,0.5,0.76666665,3,1,0,0.814,0.627907,0.818,0.53023255,1,4,0,1,0,1,0,0,1,1,1,0,1,0
abiraterone acetate,æbɚɹæɾɚɹoʊn æsɪteɪt,ʔabiɾateɾoneʔaketate,cortef acetate,kɔːɹɾɛf æsɪteɪt,koɾtefʔaketate,0,0.42105263,0.75409836,3,0,5,0.42105263,0.42105263,0.57894737,0.6666666,3,0,5,0.0,0.7419355,3,0,5,0.5783019,0.57666665,0.5820755,0.5683333,5,0,8,1,4,4,4,0,1,0,1,0,0,1
fluzone high dose quadrivalent,fluːzoʊn haɪ doʊs kwɑːdɹaɪvələnt,flusonehighdosekadɾivalent,fluzone quadrivalent,fluːzoʊn kwɑːdɹaɪvələnt,flusonekadɾivalent,1,0.6666667,0.8409091,0,0,8,0.46666667,0.46666667,0.6666666,0.6315789,0,0,10,0.26666668,0.82608694,0,0,8,0.6848485,0.5925926,0.67333335,0.5925926,10,8,14,5,3,3,3,0,1,1,1,0,0,1
norepinephrine bitartrate in 09 sodium chloride,noːɹpaɪnfɹiːn baɪtɑːɹtɹeɪt ɪn ziəɹoʊ naɪn soʊdiəm kloːɹaɪd,noɾepinephɾinebitaɾtɾateʔin09sodjumʧloɾide,norepinephrine bitartrate in 5 dextrose,noːɹpaɪnfɹiːn baɪtɑːɹtɹeɪt ɪn faɪv dɛkstɹoʊz,noɾepinephɾinebitaɾtɾateʔin5dekstɾose,0,0.63829786,0.8689655,5,0,6,0.61702126,0.021276595,0.7021277,0.7,6,0,8,0.61702126,0.8513514,5,0,6,0.6737931,0.81330645,0.6289655,0.8044355,8,29,1,3,2,3,3,0,0,1,0,0,1,1
venofer,vɛnoʊfɚ,venofeɾ,vfend,viːfɛnd,vfend,1,0.2857143,0.6086956,1,1,3,0.2857143,0.0,0.28571427,0.25,1,1,3,0.14285715,0.5833334,1,1,3,0.4585366,0.5046512,0.45365855,0.5139535,2,1,0,0,2,2,2,0,0,1,0,0,0,1
alprazolam,ælpɹɐzɑːlæm,ʔalpɾasolam,lorazepam,loːɹeɪzpæm,loɾasepam,1,0.3,0.81578946,3,0,1,0.3,0.2,0.6,0.6666666,3,0,1,0.0,0.78947365,3,0,1,0.5274193,0.5362319,0.38225806,0.5362319,1,0,2,1,0,0,0,0,0,0,1,0,0,1
rasageline,ɹæseɪdʒlaɪn,ɾasageline,nasalide,neɪzəlaɪd,nasalide,0,0.3,0.7777778,2,0,2,0.3,0.1,0.6,0.39999998,2,0,2,0.0,0.7647059,2,0,2,0.5313433,0.55,0.51343286,0.55,2,0,1,1,1,1,1,0,0,0,0,0,0,1
flovent diskus 250,flʌvɛnt dɪskjuːz tuːhʌndɹɪd fɪfti,flavntdiskus250,flovent diskus 50,flʌvɛnt dɪskjuːz fɪfti,flavntdiskus50,0,0.8888889,1.0,0,0,0,0.8333333,0.11111111,0.9444444,0.9285714,0,0,1,0.8333333,1.0,0,0,0,0.5910112,1.0,0.5910112,1.0,1,15,2,0,0,0,0,1,1,1,1,1,0,1
hc hydrocortisone,eɪtʃsiː haɪdɹəkɔːɹɾɪsoʊn,hkhjdɾokoɾtisone,hydrocortisone,haɪdɹəkɔːɹɾɪsoʊn,hjdɾokoɾtisone,0,0.8235294,0.9310345,0,0,2,0.8235294,0.8235294,0.8235294,0.75,0,0,3,0.05882353,0.93333334,0,0,2,0.71653545,0.8627451,0.71653545,0.8627451,3,1,14,2,0,0,0,0,1,1,1,0,0,1
symbyax,sɪmbɪæks,sjmbjaks,symbicort,sɪmbɪkɔːɹt,sjmbjsuɾt,0,0.44444445,0.7419355,3,2,0,0.44444445,0.0,0.44444442,0.57142854,3,2,0,0.44444445,0.6875,3,2,0,0.7350877,0.7081967,0.7280702,0.6393443,2,4,0,1,1,1,1,0,1,1,0,0,0,1
vfend,viːfɛnd,vfend,vimpat,vɪmpæt,vimpat,1,0.16666667,0.61904764,3,2,1,0.16666667,0.0,0.16666669,0.25,4,1,0,0.16666667,0.5454545,4,1,0,0.6315789,0.6210526,0.6052632,0.6157895,1,1,0,0,1,1,1,0,1,1,0,0,0,0
salagen,sælədʒən,salagen,selsun,sɛlsʌn,selsun,0,0.14285715,0.7692308,3,0,1,0.14285715,0.14285715,0.4285714,0.75,3,0,1,0.14285715,0.6923077,3,0,1,0.67,0.7139535,0.602,0.5697674,1,1,1,0,1,1,1,0,1,1,1,0,0,0
ortho cyclen 28,ɔːɹθoʊ saɪklən twɛnti eɪt,ʔoɾthoʔsikeln28,ortho tri cyclen lo,ɔːɹθoʊ tɹaɪ saɪklən loʊ,ʔoɾthoʔtɾisikelnlo,0,0.68421054,0.8076923,1,5,0,0.42105263,0.0,0.68421054,0.64285713,2,4,0,0.31578946,0.8148148,0,5,0,0.62598425,0.6754386,0.5866142,0.6754386,4,6,0,3,2,2,2,0,0,1,0,0,0,1
epirubicin,ɛpɪɹuːbɪsɪn,ʔepiɾubjsjn,eribulin,ɛɹɪbjʊlɪn,ʔeɾibulin,1,0.2,0.7777778,3,0,2,0.2,0.2,0.5,0.6,3,0,2,0.1,0.7428571,3,0,2,0.65,0.4084507,0.6333333,0.40985915,2,1,2,1,1,1,1,0,0,1,1,0,0,1
thalomid,θæləmɪd,thalomid,thiamine,θaɪəmaɪn,thiʔamine,1,0.375,0.7241379,3,1,1,0.25,0.0,0.375,0.6,3,1,1,0.25,0.71875,3,1,1,0.73478264,0.6218182,0.5630435,0.47272727,0,2,0,1,0,0,1,0,0,1,0,0,0,1
aricept,æɹaɪsəpt,ʔaɾjsept,azilect,æzaɪləkt,ʔazilkt,1,0.14285715,0.78571427,3,0,0,0.14285715,0.14285715,0.57142854,0.25,3,0,0,0.14285715,0.7777778,3,0,0,0.76666665,0.5403846,0.76666665,0.5480769,0,1,1,0,0,0,0,1,1,1,1,0,0,1
celexa,sɛlɛksə,kʔelksaʔ,celecoxib,sɛlɪkɑːksɪb,kʔelkoksib,0,0.44444445,0.76666665,1,3,0,0.44444445,0.0,0.5555556,0.6,1,3,0,0.44444445,0.73333335,1,3,0,0.63387096,0.6484375,0.58548385,0.5828125,3,4,0,2,1,1,1,0,0,1,0,0,0,1
vexol,vɛksɑːl,veksol,vosol,vɑːsɑːl,vosol,1,0.4,0.9,2,0,0,0.4,0.4,0.6,0.6666666,2,0,0,0.2,0.8,2,0,0,0.76578945,0.75526315,0.6342105,0.75526315,0,1,2,0,0,0,0,0,0,1,1,0,1,1
hydrochlorothiazide,haɪdɹəkloːɹoʊθɪeɪzaɪd,hjdɾoʧloɾothiʔazide,hydroxychloroquine sulfate,haɪdɹɑːksɪkloːɹoʊkwaɪn sʌlfeɪt,hjdɾoksjʧloɾokinesulfate,0,0.3846154,0.7710843,6,6,0,0.23076923,0.03846154,0.5,0.4705882,6,7,0,0.1923077,0.7386364,6,6,0,0.5884848,0.5618421,0.51575756,0.50723684,7,5,1,4,2,2,2,0,1,1,0,0,1,1
acebutolol hydrochloride,ɐsɛbjuːtɑːlɑːl haɪdɹəkloːɹaɪd,ʔakebutololhjdɾoʧloɾide,ropinirole hydrochloride,ɹəpɪnɪɹoʊl haɪdɹəkloːɹaɪd,ɾopiniɾolehjdɾoʧloɾide,0,0.5833333,0.8539326,7,1,1,0.5833333,0.5833333,0.625,0.73333335,7,1,1,0.0,0.8043478,7,1,1,0.8253425,0.78111887,0.7047945,0.7734266,0,0,14,0,0,0,0,0,1,0,1,0,0,1
capozide 25 15,kæpəzaɪd twɛnti faɪv fɪftiːn,kapozide2515,capozide 50 15,kæpəzaɪd fɪfti fɪftiːn,kapozide5015,0,0.78571427,1.0,0,0,0,0.64285713,0.21428572,0.85714287,0.8,2,0,0,0.64285713,1.0,0,0,0,0.73175675,1.0,0.70405406,1.0,0,9,3,0,0,0,0,1,1,1,1,1,0,1
nicardipine,nɪkɑːɹdɪpaɪn,nikaɾdipine,nifedipine,naɪfdɪpaɪn,nifedipine,1,0.6363636,0.88095236,2,0,1,0.54545456,0.54545456,0.72727275,0.6666666,2,0,1,0.18181819,0.85714287,2,0,1,0.7955224,0.80895525,0.6671642,0.72537315,1,2,6,1,0,1,0,0,0,1,1,0,0,1
risperidone,ɹɪspɚɹɪdoʊn,ɾispeɾidone,ropinirole,ɹəpɪnɪɹoʊl,ɾopiniɾole,1,0.09090909,0.7619048,5,0,1,0.09090909,0.09090909,0.45454544,0.3333333,5,0,1,0.09090909,0.71428573,5,0,1,0.56865674,0.5597015,0.5119403,0.5119403,1,1,1,1,0,0,0,0,1,1,0,0,0,1
methotrexate,mɛθətɹɛkseɪt,methotksate,metolazone,mɛɾəlæzoʊn,metolasone,1,0.25,0.76744187,5,0,2,0.25,0.083333336,0.4166667,0.28571427,5,0,2,0.25,0.6818182,5,0,2,0.58243245,0.5318841,0.58243245,0.48985508,2,3,1,2,0,0,0,0,0,1,0,0,0,1
clobazam,kloʊbɐzæm,klobasam,clonazepam,klɑːneɪzpæm,klonasepam,1,0.5,0.8333333,1,2,0,0.3,0.2,0.7,0.6666666,1,2,0,0.3,0.8333333,1,2,0,0.7419355,0.65806454,0.58225805,0.66451615,2,3,2,1,1,1,1,0,0,1,1,0,0,1
blisovi 24 fe,blɪsoʊvi twɛnti foːɹ fiː,blisovi24fe,blisovi fe 1 20,blɪsoʊvi fiː wʌn twɛnti,blisovife120,1,0.6666667,1.0,0,0,0,0.53333336,0.0,0.6,0.5454545,4,2,0,0.53333336,1.0,0,0,0,0.77179486,1.0,0.77521366,1.0,2,8,0,0,0,0,0,1,1,1,1,1,0,1
bextra,bɛkstɹə,bekstɾa,bactroban,bæktɹɑːbən,baktɾoban,0,0.22222222,0.7,2,3,0,0.22222222,0.0,0.44444442,0.5,2,3,0,0.11111111,0.6666666,2,3,0,0.67192984,0.66140354,0.6298246,0.50701755,3,1,0,2,1,1,1,0,0,1,0,0,0,0
protain xl,pɹoʊteɪn ɛksɛl,pɾotaʔinksl,innopran xl,ɪnnɑːpɹən ɛksɛl,ʔinnopɾanksl,0,0.36363637,0.7222222,5,1,0,0.36363637,0.36363637,0.45454544,0.625,5,1,0,0.0,0.7027027,5,1,0,0.67530864,0.50256413,0.5765432,0.5,1,0,4,1,1,2,0,0,0,0,1,0,0,1
chlorpromazine,kloːɹəpɹɑːmɐziːn,ʧloɾpɾomasʔineʔ,chlorpropamide,kloːɹəpɹɑːpɐmaɪd,ʧloɾpɾopamide,1,0.5714286,0.89285713,3,0,0,0.5714286,0.071428575,0.78571427,0.6666666,3,0,0,0.5714286,0.89285713,3,0,0,0.7813954,0.6557895,0.73139536,0.6557895,0,8,1,0,0,0,0,1,1,1,0,0,0,1
lactated ringer s and dextrose 5 in plastic container,lækteɪɾɪd ɹɪŋɚɹ ɛs ænd dɛkstɹoʊz faɪv ɪn plæstɪk kənteɪnɚ,laktatedɾiŋeɾsʔanddekstɾose5ʔinplastikkontaʔineɾ,lactated ringer s in plastic container,lækteɪɾɪd ɹɪŋɚɹ ɛs ɪn plæstɪk kənteɪnɚ,laktatedɾiŋeɾsʔinplastikkontaʔineɾ,0,0.7169811,0.8581081,0,0,11,0.3962264,0.3962264,0.7169812,0.7027027,0,0,15,0.33962265,0.8627451,0,0,11,0.59240925,0.6447812,0.58118814,0.64343435,15,18,21,7,4,4,4,0,1,1,1,0,0,1
probalan,pɹoʊbɐlæn,pɾobalan,propulsid,pɹəpʌlsɪd,pɾopulsid,0,0.33333334,0.7941176,4,1,0,0.33333334,0.0,0.44444442,0.5,4,1,0,0.33333334,0.7058823,4,1,0,0.7631579,0.7403509,0.5701754,0.6,1,3,0,1,0,0,0,0,0,1,0,0,0,0
dactinomycin,dæktɪnəmaɪsɪn,daktinomjsjn,daptomycin,dæptəmaɪsɪn,daptomjsjn,1,0.5833333,0.8636364,1,0,2,0.5,0.5,0.75,0.75,1,0,2,0.16666667,0.8636364,1,0,2,0.7873418,0.75384617,0.756962,0.75384617,2,2,6,1,1,1,1,0,1,1,1,0,0,1
focalgin b,foʊkɐldʒɪn biː,fokalginb,focalin,foʊkɐlɪn,fokalin,1,0.6,0.875,0,0,2,0.5,0.0,0.7,0.57142854,0,0,3,0.5,0.87096775,0,0,2,0.5945946,0.71929824,0.5945946,0.71929824,3,5,0,2,0,0,0,1,1,1,0,0,0,1
polycillin,pɑːlɪsɪlɪn,poljsillin,staphcillin,stæfsɪlɪn,staphsillin,0,0.45454547,0.8,4,1,0,0.54545456,0.54545456,0.5454545,0.5,4,1,0,0.0,0.7222222,4,1,0,0.7035088,0.64084506,0.6894737,0.5788732,1,0,6,1,0,1,0,0,0,0,1,0,2,1
claritin,klæɹɪtɪn,klaɾitin,acalabrutinib,ɐkælɐbɹuːtɪnɪb,ʔakalabɾutinib,0,0.23076923,0.7380952,1,5,0,0.23076923,0.0,0.53846157,0.71428573,1,5,0,0.0,0.71428573,1,5,0,0.5708861,0.5255814,0.4949367,0.5255814,5,0,0,2,3,3,3,0,1,0,0,0,0,1
tresiba,tɹɛzɪbə,tɾesiba,trizivir,tɹaɪzɪvɪɹ,tɾizivjɾ,0,0.25,0.76666665,4,1,0,0.25,0.0,0.375,0.39999998,4,1,0,0.25,0.6666666,4,1,0,0.78,0.675,0.65272725,0.6557692,1,2,0,1,0,0,0,0,1,1,0,0,0,1
zyprexa,zɪpɹɛksə,zjpɾeksaʔ,zyrtec,zɪətɛk,zjɾtek,1,0.2857143,0.6923077,3,0,1,0.2857143,0.0,0.4285714,0.39999998,3,0,1,0.2857143,0.6923077,3,0,1,0.594,0.5169492,0.542,0.5169492,1,2,0,0,1,1,1,0,1,1,0,0,0,1
sinequan,saɪŋkwən,sinekan,zeniquin,zɛnɪkwɪn,zenikin,1,0.125,0.8666667,4,0,0,0.25,0.125,0.5,0.75,4,0,0,0.0,0.75,4,0,0,0.836,0.9767442,0.688,0.83255816,0,0,1,0,0,0,0,0,1,1,1,0,0,0
celebrex,sɛlɪbɹɛks,kelebɾeks,cleviprex,klɛvɪpɹɛks,kelvipɾeks,0,0.44444445,0.8235294,3,1,0,0.33333334,0.33333334,0.5555556,0.6666666,3,1,0,0.11111111,0.7647059,3,1,0,0.70625,0.84375,0.70625,0.828125,1,1,3,1,0,0,0,1,1,0,1,0,0,1
norpramin,noːɹpɹɐmɪn,noɾpɾamin,norplant,noːɹplənt,noɾplant,0,0.44444445,0.8235294,3,0,1,0.44444445,0.0,0.5555556,0.5,3,0,1,0.44444445,0.7941176,3,0,1,0.73333335,0.7245614,0.70526314,0.73157895,1,4,0,0,1,1,1,0,0,1,0,0,0,0
pyridium,pɪɹɪdiəm,pjɾidjum,pyridoxine,pɪɹɪdɑːksaɪn,pjɾidoksʔineʔ,1,0.5,0.8,3,2,0,0.5,0.0,0.6,0.6666666,2,2,0,0.5,0.7777778,2,2,0,0.65820897,0.47349396,0.53283584,0.47831327,2,5,0,1,2,0,1,0,0,1,0,0,0,1
folic acid,fɑːlɪk æsɪd,folikʔasid,carglumic acid,kɑːɹgluːmɪk æsɪd,kaɾglumikʔasid,0,0.42857143,0.75,2,4,0,0.5,0.5,0.57142854,0.5555556,2,4,0,0.0,0.7209302,2,4,0,0.52716047,0.5556818,0.52716047,0.52272725,4,0,7,3,1,1,1,0,1,0,1,0,2,1
zyloprim,zaɪlɑːpɹɪm,zjlopɾim,zelnorm,zɛlnɔːɹm,zelnoɾm,0,0.125,0.76666665,3,0,1,0.125,0.125,0.5,0.6666666,3,0,1,0.125,0.73333335,3,0,1,0.6090909,0.4576923,0.47454545,0.4576923,1,1,1,1,0,1,0,0,0,0,1,0,0,0
pioglitazone hydrochloride and glimepiride,pɪɑːglɪtæzoʊn haɪdɹəkloːɹaɪd ænd glaɪmpɪɹɪd,pioglitasonehjdɾoʧloɾideʔandglimepiɾide,pioglitazone hydrochloride and metformin hydrochloride,pɪɑːglɪtæzoʊn haɪdɹəkloːɹaɪd ænd mɛtfoːɹmɪn haɪdɹəkloːɹaɪd,pioglitasonehjdɾoʧloɾideʔandmetfoɾminhjdɾoʧloɾide,0,0.6481481,0.8284024,6,11,0,0.5740741,0.074074075,0.6666666,0.6388889,6,12,0,0.5740741,0.8265896,6,11,0,0.65882355,0.6830619,0.6349673,0.67980456,12,31,4,9,2,3,2,0,0,1,1,0,0,1
triavil 2 25,tɹaɪævəl tuː twɛnti faɪv,tɾiʔavjl225,triavil 4 50,tɹaɪævəl foːɹ fɪfti,tɾiʔavjl450,0,0.6666667,1.0,0,0,0,0.6666667,0.0,0.75,0.6666666,3,0,0,0.6666667,1.0,0,0,0,0.6614754,1.0,0.6459016,1.0,0,8,0,0,0,0,0,1,1,1,1,1,0,1
methyldopa,mɛθəldoʊpə,methjldopa,methyldopate hcl,mɛθəldɑːpeɪt eɪtʃsiːɛl,methjldopateʔhkl,0,0.625,0.80851066,0,5,0,0.625,0.0,0.625,0.5833334,0,6,0,0.625,0.8,0,5,0,0.50956523,0.61538464,0.43913043,0.61538464,6,10,0,4,1,2,1,0,1,1,0,0,1,0
letairis,lɛɾɛɹɪs,letaiɾis,letaris,lɛtɑːɹɹɪs,letaɾis,1,0.75,0.9655172,0,0,1,0.5,0.375,0.875,1.0,0,0,1,0.5,0.93333334,0,0,1,0.802,0.9375,0.694,0.8541667,1,4,3,0,0,0,1,0,1,1,1,0,1,0
lariam,lɛɹiəm,laɾjam,levaquin,lɛvɐkwɪn,levakin,1,0.125,0.65384614,4,2,0,0.125,0.0,0.25,0.25,4,2,0,0.125,0.60714287,4,2,0,0.544,0.60930234,0.416,0.4,2,1,0,1,1,0,1,0,0,1,0,0,0,1
zebeta,zɛbɛɾə,zebeta,zetia,zɛʃə,zetia,1,0.5,0.7619048,2,0,1,0.33333334,0.16666667,0.5,0.6666666,2,0,1,0.33333334,0.72727275,2,0,1,0.5361111,0.6888889,0.475,0.6722222,1,2,1,1,1,1,0,0,1,1,0,0,0,0
jantoven,dʒæntoʊvən,ʤantoven,janumet,dʒænuːmɪt,ʤanumet,1,0.375,0.76666665,3,0,1,0.375,0.0,0.5,0.39999998,3,0,1,0.375,0.73333335,3,0,1,0.62903225,0.602,0.5629032,0.582,1,3,0,1,0,0,0,1,1,1,0,0,0,1
avandia,ævændiə,ʔavandia,avanafil,ævɐnæfɪl,ʔavanaʔfil,0,0.5,0.79310346,2,1,0,0.5,0.0,0.625,0.5,2,1,0,0.5,0.79310346,2,1,0,0.67291665,0.60806453,0.51666665,0.58225805,1,4,0,1,1,0,0,0,0,1,0,0,0,1
doxil,dɑːksɪl,doksil,paxil,pæksɪl,paksil,1,0.4,0.85,2,0,0,0.6,0.6,0.6,0.6666666,2,0,0,0.0,0.7777778,2,0,0,0.93157893,0.92105263,0.8105263,0.80526316,0,0,3,0,0,0,0,0,0,0,1,0,0,1
romidepsin,ɹɑːmaɪdpsɪn,ɾomidepsin,romiplostim,ɹɑːmɪplɑːstɪm,ɾomiplostim,1,0.36363637,0.78571427,4,1,0,0.36363637,0.0,0.5454545,0.4285714,4,1,0,0.36363637,0.78571427,4,1,0,0.68550724,0.7478261,0.6347826,0.7536232,1,4,0,1,0,1,0,0,0,1,0,0,0,1
duloxetine,duːləksɛtiːn,duloksetine,paroxetine,pæɹəksɛtiːn,paɾoksetine,1,0.6,0.9,3,0,0,0.7,0.7,0.7,0.6,3,0,0,0.0,0.85,3,0,0,0.91935486,0.91791046,0.90967745,0.8671642,0,0,7,0,0,0,0,0,1,0,1,0,0,1
hydrea,haɪdɹiə,hjdɾea,lyrica,lɪɹɪkə,ljɾajsaʔ,1,0.0,0.6818182,2,1,1,0.16666667,0.16666667,0.3333333,0.25,4,0,0,0.0,0.6666666,4,0,0,0.48292682,0.38076922,0.41219512,0.29615384,0,0,1,0,1,0,0,0,0,0,0,0,1,0
linaclotide,lɪnɐklɑːɾaɪd,linaklotide,linagliptin,lɪnɐglɪptɪn,linagliptin,1,0.45454547,0.79545456,3,1,1,0.36363637,0.0,0.5454545,0.57142854,3,1,1,0.36363637,0.7804878,3,1,1,0.7550725,0.82608694,0.62028986,0.8173913,0,4,0,1,1,0,1,0,0,1,0,0,0,1
stavudine,stævjuːdiːn,stavudine,cystadane,sɪstɐdeɪn,sistadaneʔ,0,0.33333334,0.75,6,0,0,0.33333334,0.22222222,0.44444442,0.5,1,2,2,0.0,0.7222222,1,2,2,0.76666665,0.71935487,0.64736843,0.5612903,0,0,2,1,1,0,1,0,0,1,1,0,0,1
acthar gel,ækθɑːɹ dʒɛl,ʔaktaɾgel,hp acthar gel,eɪtʃpiː ækθɑːɹ dʒɛl,hpʔaktaɾgel,0,0.6923077,0.8947368,0,2,0,0.7692308,0.7692308,0.7692308,0.7,0,3,0,0.0,0.9,0,2,0,0.6344086,0.8028169,0.6236559,0.8028169,3,0,10,2,0,0,0,0,0,0,1,0,0,1
pyridostigmine,pɪɹɪdɑːstɪgmaɪn,pjɾidostigmine,pyridoxine,pɪɹɪdɑːksaɪn,pjɾidoksʔineʔ,1,0.5714286,0.8125,1,0,4,0.42857143,0.21428572,0.64285713,0.5555556,1,0,4,0.42857143,0.7916667,1,0,4,0.69534886,0.70454544,0.6465116,0.7,4,6,3,3,1,1,1,0,0,1,1,0,0,1
cortrosyn,kɔːɹtɹəsɪn,koɾtɾosjn,corsym,kɔːɹsɪm,koɾsjm,0,0.44444445,0.76666665,1,0,3,0.33333334,0.0,0.5555556,0.57142854,1,0,3,0.33333334,0.76666665,1,0,3,0.54035085,0.5559322,0.5473684,0.56271183,3,3,0,2,1,1,1,0,1,1,0,0,0,0
heparin,hɛpɚɹɪn,hepaɾin,hespan,hɛspæn,hespan,1,0.42857143,0.75,0,1,2,0.2857143,0.14285715,0.57142854,0.5,0,1,2,0.2857143,0.7692308,0,1,2,0.627907,0.6418605,0.627907,0.61162794,1,2,1,0,1,1,1,0,0,1,1,0,0,0
patanol,pætɐnɑːl,patanol,patanase,pætɐneɪs,patanase,0,0.625,0.8333333,2,1,0,0.625,0.0,0.625,0.75,2,1,0,0.625,0.8,2,1,0,0.80833334,0.76458335,0.6458333,0.6645833,1,5,0,0,1,0,1,0,1,1,0,0,0,1
rifamate,ɹɪfɐmeɪt,ɾifamate,rifampin,ɹɪfɐmpɪn,ɾifampin,1,0.625,0.8125,3,0,0,0.625,0.0,0.625,0.6,3,0,0,0.625,0.8125,3,0,0,0.758,0.796,0.758,0.784,0,5,0,1,1,0,1,1,1,1,0,0,0,1
hydromorphone,haɪdɹəmoːɹfoʊn,hjdɾomoɾphone,hydroxyzine,haɪdɹɑːksɪziːn,hjdɾoksjzine,1,0.46153846,0.8,4,0,2,0.3846154,0.15384616,0.53846157,0.5555556,4,0,2,0.3846154,0.75,4,0,2,0.6898734,0.62168676,0.6392405,0.6096386,2,5,2,1,1,0,1,0,0,1,1,0,0,1
neumega,nuːmɛgə,neumega,neupogen,nuːpədʒən,neupogen,1,0.375,0.78571427,3,1,0,0.375,0.0,0.5,0.5,3,1,0,0.375,0.73333335,3,1,0,0.562,0.73333335,0.494,0.62916666,1,3,0,1,0,0,0,0,0,1,0,0,0,1
lumason,luːmeɪsən,lumason,lumizyme,luːmɪzaɪm,lumisjme,0,0.375,0.8,4,1,0,0.375,0.0,0.375,0.39999998,4,1,0,0.375,0.7,4,1,0,0.925,0.656,0.8333333,0.58,1,3,0,1,0,0,0,0,1,1,0,0,0,1
prilosec,pɹɪloʊsək,pɾilosek,prozac,pɹɑːzæk,pɾosak,1,0.25,0.78571427,2,0,2,0.25,0.125,0.5,0.6,2,0,2,0.25,0.7407408,2,0,2,0.6181818,0.68,0.45636365,0.576,2,2,1,1,1,1,1,0,0,1,1,0,1,0
depakote,dɪpækoʊt,depakote,depakote er,dɪpækoʊt ɜː,depakoteʔeɾ,1,0.72727275,0.9142857,0,2,0,0.72727275,0.0,0.72727275,0.6666666,0,3,0,0.72727275,0.8888889,0,2,0,0.9056604,0.7164179,0.9056604,0.7164179,3,8,0,1,1,2,1,0,1,1,0,0,1,0
daunorubicin,dɔːnoːɹuːbɪsɪn,daʔunoɾubjsjn,doxorubicin,dɑːksoːɹuːbɪsɪn,doksoɾubjsjn,1,0.6666667,0.9111111,2,0,1,0.6666667,0.6666667,0.75,0.8333333,2,0,1,0.083333336,0.86956525,2,0,1,0.78513515,0.77951807,0.71216214,0.71686745,1,1,8,0,0,0,1,1,1,1,1,0,0,1
fulvicin p g 165,fʊlvɪsɪn piː dʒiː wʌnhʌndɹɪd sɪksti faɪv,fulvjsjnpg165,fulvicin p g 330,fʊlvɪsɪn piː dʒiː θɹiːhʌndɹɪd θɜːɾi,fulvjsjnpg330,0,0.8125,1.0,0,0,0,0.8125,0.0,0.8125,0.7692308,3,0,0,0.8125,1.0,0,0,0,0.7222222,1.0,0.71449274,1.0,0,13,0,0,0,0,0,1,1,1,1,1,0,1
deltasone,dɛltɐsoʊn,deltasone,dilt cd,dɪlt siːdiː,diltkd,0,0.22222222,0.6666666,3,0,3,0.22222222,0.0,0.3333333,0.5,4,0,2,0.11111111,0.5862069,3,0,3,0.74727273,0.5181818,0.6781818,0.5,2,1,0,0,3,2,3,0,0,1,0,0,0,1
tegretol,tɛgɹɪtɑːl,tegɾetol,stromectol,stɹoʊmktɑːl,stɾomektol,0,0.2,0.7222222,3,2,0,0.3,0.3,0.5,0.4285714,3,2,0,0.0,0.7222222,3,2,0,0.5796875,0.5390625,0.5609375,0.5203125,2,0,3,2,0,0,0,0,0,0,1,0,0,0
isotretinoin,aɪsətɹɛtɪnɔɪn,ʔisotɾetinojn,acitretin,ɐsɪtɹɪtɪn,ʔasitɾetin,0,0.41666666,0.80487806,3,0,3,0.5,0.16666667,0.5,0.6666666,3,0,3,0.0,0.71428573,3,0,3,0.73376626,0.75555557,0.64675325,0.69135803,3,0,2,1,1,1,2,0,1,1,1,0,0,1
folex,foʊlɛks,foleks,embolex,ɛmboʊlɛks,ʔemboleks,0,0.42857143,0.75,1,2,0,0.5714286,0.5714286,0.57142854,0.5,1,2,0,0.0,0.75,1,2,0,0.7290909,0.6157895,0.7290909,0.6157895,2,0,4,1,1,1,1,0,1,0,1,0,2,1
